Driver,Naked_Pace_x,Overdrive_Score,Terrain_Edge,Grid_Position,Sandbag_Delta_x,Time,DriverNumber,LapTime,LapNumber,Stint,PitOutTime,PitInTime,Sector1Time,Sector2Time,Sector3Time,Sector1SessionTime,Sector2SessionTime,Sector3SessionTime,SpeedI1,SpeedI2,SpeedFL,SpeedST,IsPersonalBest,Compound,TyreLife,FreshTyre,Team,LapStartTime,LapStartDate,TrackStatus,Position,Deleted,DeletedReason,FastF1Generated,IsAccurate,DRS_Active,Naked_Pace_y,Fuel_Tax,Tire_Tax,DRS_Correction,Peak_Potential,Sandbag_Delta_y,Final_Baseline,Dirty_Air_Tax,Slipstream_Delta,chassis_score,power_score,clipping_risk
ALB,82.09599999999999,19.1691167978901,-0.0238704689446652,148.0,46.29610000000001,0 days 01:10:32.212000,23,0 days 00:01:30.241000,18.0,6.0,,,0 days 00:00:18.283000,0 days 00:00:38.709000,0 days 00:00:33.249000,0 days 01:09:20.254000,0 days 01:09:58.963000,0 days 01:10:32.212000,286.0,290.0,204.0,300.0,False,SOFT,4.0,False,Williams,0 days 01:09:01.971000,2024-12-06 13:56:43.483,1,,False,,False,True,0,87.5028,2.2902000000000005,0.328,0.0,86.4816,1.0211999999999932,87.35879999999999,2.94398360655738,13.0,1.0115142941737671,1.011273559978862,16.96351544732155
ALB,82.09599999999999,19.1691167978901,-0.0238704689446652,148.0,46.29610000000001,0 days 01:12:02.778000,23,0 days 00:01:30.566000,19.0,6.0,,,0 days 00:00:18.399000,0 days 00:00:38.720000,0 days 00:00:33.447000,0 days 01:10:50.611000,0 days 01:11:29.331000,0 days 01:12:02.778000,,293.0,206.0,302.0,False,SOFT,5.0,False,Williams,0 days 01:10:32.212000,2024-12-06 13:58:13.724,1,,False,,False,True,0,87.8019,2.2341,0.41,0.0,87.4717,0.3302000000000049,87.6499,2.94398360655738,13.0,1.0115142941737671,1.011273559978862,16.96351544732155
ALB,82.09599999999999,19.1691167978901,-0.0238704689446652,148.0,46.29610000000001,0 days 01:13:32.853000,23,0 days 00:01:30.075000,20.0,6.0,,,0 days 00:00:18.220000,0 days 00:00:38.527000,0 days 00:00:33.328000,0 days 01:12:20.998000,0 days 01:12:59.525000,0 days 01:13:32.853000,288.0,293.0,206.0,305.0,False,SOFT,6.0,False,Williams,0 days 01:12:02.778000,2024-12-06 13:59:44.290,1,,False,,False,True,0,87.285,2.178,0.492,0.0,87.285,0.0,87.125,2.94398360655738,13.0,1.0115142941737671,1.011273559978862,16.96351544732155
ALB,82.09599999999999,19.1691167978901,-0.0238704689446652,148.0,46.29610000000001,0 days 01:15:48.696000,23,0 days 00:02:15.843000,21.0,6.0,,,0 days 00:00:21.006000,0 days 00:00:49.618000,0 days 00:01:05.219000,0 days 01:13:53.859000,0 days 01:14:43.477000,0 days 01:15:48.696000,217.0,178.0,74.0,196.0,False,SOFT,7.0,False,Williams,0 days 01:13:32.853000,2024-12-06 14:01:14.365,1,,False,,False,True,0,133.02709999999996,2.121900000000001,0.5740000000000001,0.0,87.285,45.742099999999965,132.85909999999996,2.94398360655738,13.0,1.0115142941737671,1.011273559978862,16.96351544732155
ALB,82.09599999999999,19.1691167978901,-0.0238704689446652,148.0,46.29610000000001,0 days 01:17:46.998000,23,0 days 00:01:58.302000,22.0,6.0,,0 days 01:17:45.093000,0 days 00:00:39.433000,0 days 00:00:40.267000,0 days 00:00:38.602000,0 days 01:16:28.129000,0 days 01:17:08.396000,0 days 01:17:46.998000,285.0,273.0,,287.0,False,SOFT,8.0,False,Williams,0 days 01:15:48.696000,2024-12-06 14:03:30.208,1,,False,,False,False,0,115.4602,2.0658000000000003,0.656,0.0,87.285,28.175200000000004,115.2842,2.94398360655738,13.0,1.0115142941737671,1.011273559978862,16.96351544732155
ALO,82.34489999999998,10.855168535996205,-0.0846081249524896,201.0,44.59620000000001,0 days 00:17:47.642000,14,0 days 00:01:25.710000,2.0,1.0,,,0 days 00:00:17.633000,0 days 00:00:36.940000,0 days 00:00:31.137000,0 days 00:16:39.565000,0 days 00:17:16.505000,0 days 00:17:47.642000,288.0,323.0,216.0,327.0,True,MEDIUM,2.0,True,Aston Martin,0 days 00:16:21.932000,2024-12-06 13:04:03.444,12,,False,,False,True,1,83.16219999999998,3.1878,0.09,0.85,83.16219999999998,0.0,83.14619999999998,3.5228829787234037,23.0,1.0169424614271143,1.013680934766015,13.73237077472173
ALO,82.34489999999998,10.855168535996205,-0.0846081249524896,201.0,44.59620000000001,0 days 00:21:49.892000,14,0 days 00:01:25.584000,4.0,1.0,,,0 days 00:00:17.574000,0 days 00:00:36.758000,0 days 00:00:31.252000,0 days 00:20:41.882000,0 days 00:21:18.640000,0 days 00:21:49.892000,286.0,319.0,210.0,327.0,True,MEDIUM,4.0,True,Aston Martin,0 days 00:20:24.308000,2024-12-06 13:08:05.820,1,,False,,False,True,1,83.05839999999999,3.0756,0.18,0.85,83.05839999999999,0.0,83.0264,3.5228829787234037,23.0,1.0169424614271143,1.013680934766015,13.73237077472173
ALO,82.34489999999998,10.855168535996205,-0.0846081249524896,201.0,44.59620000000001,0 days 00:26:37.608000,14,0 days 00:02:09.747000,6.0,1.0,,,0 days 00:00:24.067000,0 days 00:00:58.562000,0 days 00:00:47.118000,0 days 00:24:51.928000,0 days 00:25:50.490000,0 days 00:26:37.608000,137.0,278.0,223.0,241.0,False,MEDIUM,6.0,True,Aston Martin,0 days 00:24:27.861000,2024-12-06 13:12:09.373,1,,False,,False,True,1,127.2436,2.9634,0.27,0.85,83.05839999999999,44.18520000000001,127.1956,3.5228829787234037,23.0,1.0169424614271143,1.013680934766015,13.73237077472173
ALO,82.34489999999998,10.855168535996205,-0.0846081249524896,201.0,44.59620000000001,0 days 00:28:25.184000,14,0 days 00:01:47.576000,7.0,1.0,,0 days 00:28:24.103000,0 days 00:00:17.580000,0 days 00:00:44.620000,0 days 00:00:45.376000,0 days 00:26:55.188000,0 days 00:27:39.808000,0 days 00:28:25.184000,286.0,113.0,,276.0,False,MEDIUM,7.0,True,Aston Martin,0 days 00:26:37.608000,2024-12-06 13:14:19.120,1,,False,,False,False,1,105.08369999999998,2.9073,0.315,0.85,83.05839999999999,22.025299999999987,105.02769999999998,3.5228829787234037,23.0,1.0169424614271143,1.013680934766015,13.73237077472173
ALO,82.34489999999998,10.855168535996205,-0.0846081249524896,201.0,44.59620000000001,0 days 00:44:01.964000,14,0 days 00:01:24.574000,9.0,2.0,,,0 days 00:00:17.264000,0 days 00:00:36.398000,0 days 00:00:30.912000,0 days 00:42:54.654000,0 days 00:43:31.052000,0 days 00:44:01.964000,291.0,321.0,216.0,328.0,True,SOFT,2.0,True,Aston Martin,0 days 00:42:37.390000,2024-12-06 13:30:18.902,1,,False,,False,True,1,82.34489999999998,2.7951,0.164,0.85,82.34489999999998,0.0,82.27289999999998,3.5228829787234037,23.0,1.0169424614271143,1.013680934766015,13.73237077472173
ALO,82.34489999999998,10.855168535996205,-0.0846081249524896,201.0,44.59620000000001,0 days 00:49:02.160000,14,0 days 00:02:09.222000,11.0,2.0,,,0 days 00:00:29.589000,0 days 00:00:55.063000,0 days 00:00:44.570000,0 days 00:47:22.527000,0 days 00:48:17.590000,0 days 00:49:02.160000,119.0,277.0,223.0,269.0,False,SOFT,4.0,True,Aston Martin,0 days 00:46:52.938000,2024-12-06 13:34:34.450,1,,False,,False,True,1,126.9411,2.6829,0.328,0.85,82.34489999999998,44.59620000000001,126.8531,3.5228829787234037,23.0,1.0169424614271143,1.013680934766015,13.73237077472173
ALO,82.34489999999998,10.855168535996205,-0.0846081249524896,201.0,44.59620000000001,0 days 00:50:26.887000,14,0 days 00:01:24.727000,12.0,2.0,,,0 days 00:00:17.342000,0 days 00:00:36.262000,0 days 00:00:31.123000,0 days 00:49:19.502000,0 days 00:49:55.764000,0 days 00:50:26.887000,290.0,321.0,215.0,330.0,False,SOFT,5.0,True,Aston Martin,0 days 00:49:02.160000,2024-12-06 13:36:43.672,1,,False,,False,True,1,82.4202,2.6268,0.41,0.85,82.34489999999998,0.0753000000000128,82.32419999999999,3.5228829787234037,23.0,1.0169424614271143,1.013680934766015,13.73237077472173
ALO,82.34489999999998,10.855168535996205,-0.0846081249524896,201.0,44.59620000000001,0 days 00:52:13.545000,14,0 days 00:01:46.658000,13.0,2.0,,0 days 00:52:12.438000,0 days 00:00:19.157000,0 days 00:00:44,0 days 00:00:43.501000,0 days 00:50:46.044000,0 days 00:51:30.044000,0 days 00:52:13.545000,262.0,260.0,,207.0,False,SOFT,6.0,True,Aston Martin,0 days 00:50:26.887000,2024-12-06 13:38:08.399,1,,False,,False,False,1,104.32529999999998,2.5707000000000004,0.492,0.85,82.4202,21.90509999999999,104.2213,3.5228829787234037,23.0,1.0169424614271143,1.013680934766015,13.73237077472173
ALO,82.34489999999998,10.855168535996205,-0.0846081249524896,201.0,44.59620000000001,0 days 01:00:28.594000,14,0 days 00:01:29.892000,15.0,3.0,,,0 days 00:00:18.182000,0 days 00:00:38.722000,0 days 00:00:32.988000,0 days 00:59:16.884000,0 days 00:59:55.606000,0 days 01:00:28.594000,282.0,291.0,212.0,284.0,False,MEDIUM,2.0,False,Aston Martin,0 days 00:58:58.702000,2024-12-06 13:46:40.214,1,,False,,False,True,0,87.22349999999999,2.4585,0.09,0.0,82.4202,4.803299999999993,87.10349999999998,3.5228829787234037,23.0,1.0169424614271143,1.013680934766015,13.73237077472173
ALO,82.34489999999998,10.855168535996205,-0.0846081249524896,201.0,44.59620000000001,0 days 01:01:58.668000,14,0 days 00:01:30.074000,16.0,3.0,,,0 days 00:00:18.209000,0 days 00:00:38.866000,0 days 00:00:32.999000,0 days 01:00:46.803000,0 days 01:01:25.669000,0 days 01:01:58.668000,278.0,283.0,210.0,287.0,False,MEDIUM,3.0,False,Aston Martin,0 days 01:00:28.594000,2024-12-06 13:48:10.106,1,,False,,False,True,0,87.41659999999999,2.4024,0.135,0.0,87.22349999999999,0.1931000000000011,87.28859999999999,3.5228829787234037,23.0,1.0169424614271143,1.013680934766015,13.73237077472173
ALO,82.34489999999998,10.855168535996205,-0.0846081249524896,201.0,44.59620000000001,0 days 01:03:28.670000,14,0 days 00:01:30.002000,17.0,3.0,,,0 days 00:00:18.202000,0 days 00:00:38.752000,0 days 00:00:33.048000,0 days 01:02:16.870000,0 days 01:02:55.622000,0 days 01:03:28.670000,284.0,289.0,209.0,287.0,False,MEDIUM,4.0,False,Aston Martin,0 days 01:01:58.668000,2024-12-06 13:49:40.180,1,,False,,False,True,0,87.35569999999998,2.3463,0.18,0.0,87.22349999999999,0.1321999999999974,87.21969999999999,3.5228829787234037,23.0,1.0169424614271143,1.013680934766015,13.73237077472173
ALO,82.34489999999998,10.855168535996205,-0.0846081249524896,201.0,44.59620000000001,0 days 01:04:58.730000,14,0 days 00:01:30.060000,18.0,3.0,,,0 days 00:00:18.230000,0 days 00:00:38.751000,0 days 00:00:33.079000,0 days 01:03:46.900000,0 days 01:04:25.651000,0 days 01:04:58.730000,285.0,287.0,209.0,288.0,False,MEDIUM,5.0,False,Aston Martin,0 days 01:03:28.670000,2024-12-06 13:51:10.182,1,,False,,False,True,0,87.4248,2.2902000000000005,0.2249999999999999,0.0,87.35569999999998,0.0691000000000201,87.2808,3.5228829787234037,23.0,1.0169424614271143,1.013680934766015,13.73237077472173
ALO,82.34489999999998,10.855168535996205,-0.0846081249524896,201.0,44.59620000000001,0 days 01:06:28.922000,14,0 days 00:01:30.192000,19.0,3.0,,,0 days 00:00:18.238000,0 days 00:00:38.747000,0 days 00:00:33.207000,0 days 01:05:16.968000,0 days 01:05:55.715000,0 days 01:06:28.922000,283.0,288.0,207.0,295.0,False,MEDIUM,6.0,False,Aston Martin,0 days 01:04:58.730000,2024-12-06 13:52:40.242,1,,False,,False,True,0,87.5679,2.2341,0.27,0.0,87.35569999999998,0.2122000000000099,87.4159,3.5228829787234037,23.0,1.0169424614271143,1.013680934766015,13.73237077472173
ALO,82.34489999999998,10.855168535996205,-0.0846081249524896,201.0,44.59620000000001,0 days 01:07:59.515000,14,0 days 00:01:30.593000,20.0,3.0,,,0 days 00:00:18.124000,0 days 00:00:38.875000,0 days 00:00:33.594000,0 days 01:06:47.046000,0 days 01:07:25.921000,0 days 01:07:59.515000,282.0,288.0,208.0,292.0,False,MEDIUM,7.0,False,Aston Martin,0 days 01:06:28.922000,2024-12-06 13:54:10.434,1,,False,,False,True,0,87.98,2.178,0.315,0.0,87.4248,0.5551999999999992,87.82000000000001,3.5228829787234037,23.0,1.0169424614271143,1.013680934766015,13.73237077472173
ALO,82.34489999999998,10.855168535996205,-0.0846081249524896,201.0,44.59620000000001,0 days 01:09:30.504000,14,0 days 00:01:30.989000,21.0,3.0,,,0 days 00:00:18.275000,0 days 00:00:39.056000,0 days 00:00:33.658000,0 days 01:08:17.790000,0 days 01:08:56.846000,0 days 01:09:30.504000,286.0,286.0,208.0,287.0,False,MEDIUM,8.0,False,Aston Martin,0 days 01:07:59.515000,2024-12-06 13:55:41.027,1,,False,,False,True,0,88.3871,2.121900000000001,0.36,0.0,87.5679,0.8192000000000093,88.2191,3.5228829787234037,23.0,1.0169424614271143,1.013680934766015,13.73237077472173
ALO,82.34489999999998,10.855168535996205,-0.0846081249524896,201.0,44.59620000000001,0 days 01:11:04.631000,14,0 days 00:01:34.127000,22.0,3.0,,0 days 01:11:03.547000,0 days 00:00:18.340000,0 days 00:00:39.504000,0 days 00:00:36.283000,0 days 01:09:48.844000,0 days 01:10:28.348000,0 days 01:11:04.631000,285.0,278.0,,284.0,False,MEDIUM,9.0,False,Aston Martin,0 days 01:09:30.504000,2024-12-06 13:57:12.016,1,,False,,False,False,0,91.5362,2.0658000000000003,0.4049999999999999,0.0,87.98,3.55619999999999,91.3602,3.5228829787234037,23.0,1.0169424614271143,1.013680934766015,13.73237077472173
ALO,82.34489999999998,10.855168535996205,-0.0846081249524896,201.0,44.59620000000001,0 days 01:12:54.849000,14,0 days 00:01:50.218000,23.0,4.0,0 days 01:11:25.788000,,0 days 00:00:38.258000,0 days 00:00:38.788000,0 days 00:00:33.172000,0 days 01:11:42.889000,0 days 01:12:21.677000,0 days 01:12:54.849000,286.0,286.0,207.0,287.0,False,SOFT,1.0,False,Aston Martin,0 days 01:11:04.631000,2024-12-06 13:58:46.143,1,,False,,False,False,0,108.0063,2.0097,0.082,0.0,88.3871,19.619200000000006,107.8223,3.5228829787234037,23.0,1.0169424614271143,1.013680934766015,13.73237077472173
ALO,82.34489999999998,10.855168535996205,-0.0846081249524896,201.0,44.59620000000001,0 days 01:15:00.642000,14,0 days 00:02:05.793000,24.0,4.0,,,0 days 00:00:26.132000,0 days 00:00:49.790000,0 days 00:00:49.871000,0 days 01:13:20.981000,0 days 01:14:10.771000,0 days 01:15:00.642000,197.0,181.0,69.0,170.0,False,SOFT,2.0,False,Aston Martin,0 days 01:12:54.849000,2024-12-06 14:00:36.361,1,,False,,False,True,1,124.4054,1.9536,0.164,0.85,91.5362,32.869200000000006,124.2134,3.5228829787234037,23.0,1.0169424614271143,1.013680934766015,13.73237077472173
ALO,82.34489999999998,10.855168535996205,-0.0846081249524896,201.0,44.59620000000001,0 days 01:17:01.073000,14,0 days 00:02:00.431000,25.0,4.0,,0 days 01:16:59.920000,0 days 00:00:45.598000,0 days 00:00:38.118000,0 days 00:00:36.715000,0 days 01:15:46.240000,0 days 01:16:24.358000,0 days 01:17:01.073000,282.0,302.0,,306.0,False,SOFT,3.0,False,Aston Martin,0 days 01:15:00.642000,2024-12-06 14:02:42.154,1,,False,,False,False,1,119.0175,1.8975,0.246,0.85,108.0063,11.011199999999988,118.8175,3.5228829787234037,23.0,1.0169424614271143,1.013680934766015,13.73237077472173
COL,82.7616,24.47794484458786,0.1430689635860545,372.0,60.166100000000014,0 days 00:16:27.071000,43,0 days 00:01:25.576000,2.0,1.0,,,0 days 00:00:17.621000,0 days 00:00:36.712000,0 days 00:00:31.243000,0 days 00:15:19.116000,0 days 00:15:55.828000,0 days 00:16:27.071000,291.0,320.0,218.0,326.0,True,MEDIUM,2.0,True,Williams,0 days 00:15:01.495000,2024-12-06 13:02:43.007,12,,False,,False,True,1,83.02819999999998,3.1878,0.09,0.85,83.02819999999998,0.0,83.01219999999998,3.3083223140495894,0.0,1.3745435404809685,1.0108038283130762,21.344768872448284
COL,82.7616,24.47794484458786,0.1430689635860545,372.0,60.166100000000014,0 days 00:18:31.298000,43,0 days 00:02:04.227000,3.0,1.0,,,0 days 00:00:27.223000,0 days 00:00:52.673000,0 days 00:00:44.331000,0 days 00:16:54.294000,0 days 00:17:46.967000,0 days 00:18:31.298000,183.0,270.0,222.0,117.0,False,MEDIUM,3.0,True,Williams,0 days 00:16:27.071000,2024-12-06 13:04:08.583,21,,False,,False,True,1,121.6903,3.1317000000000004,0.135,0.85,83.02819999999998,38.66210000000001,121.6663,3.3083223140495894,0.0,1.3745435404809685,1.0108038283130762,21.344768872448284
COL,82.7616,24.47794484458786,0.1430689635860545,372.0,60.166100000000014,0 days 00:19:56.649000,43,0 days 00:01:25.351000,4.0,1.0,,,0 days 00:00:17.470000,0 days 00:00:36.629000,0 days 00:00:31.252000,0 days 00:18:48.768000,0 days 00:19:25.397000,0 days 00:19:56.649000,290.0,320.0,217.0,327.0,True,MEDIUM,4.0,True,Williams,0 days 00:18:31.298000,2024-12-06 13:06:12.810,1,,False,,False,True,1,82.82539999999999,3.0756,0.18,0.85,82.82539999999999,0.0,82.79339999999999,3.3083223140495894,0.0,1.3745435404809685,1.0108038283130762,21.344768872448284
COL,82.7616,24.47794484458786,0.1430689635860545,372.0,60.166100000000014,0 days 00:22:23.005000,43,0 days 00:02:26.356000,5.0,1.0,,,0 days 00:00:26.067000,0 days 00:01:00.493000,0 days 00:00:59.796000,0 days 00:20:22.716000,0 days 00:21:23.209000,0 days 00:22:23.005000,186.0,178.0,213.0,180.0,False,MEDIUM,5.0,True,Williams,0 days 00:19:56.649000,2024-12-06 13:07:38.161,1,,False,,False,True,0,142.9915,3.0195000000000003,0.2249999999999999,0.0,82.82539999999999,60.166100000000014,142.9515,3.3083223140495894,0.0,1.3745435404809685,1.0108038283130762,21.344768872448284
COL,82.7616,24.47794484458786,0.1430689635860545,372.0,60.166100000000014,0 days 00:23:48.270000,43,0 days 00:01:25.265000,6.0,1.0,,,0 days 00:00:17.517000,0 days 00:00:36.719000,0 days 00:00:31.029000,0 days 00:22:40.522000,0 days 00:23:17.241000,0 days 00:23:48.270000,289.0,318.0,216.0,324.0,True,MEDIUM,6.0,True,Williams,0 days 00:22:23.005000,2024-12-06 13:10:04.517,1,,False,,False,True,1,82.7616,2.9634,0.27,0.85,82.7616,0.0,82.7136,3.3083223140495894,0.0,1.3745435404809685,1.0108038283130762,21.344768872448284
COL,82.7616,24.47794484458786,0.1430689635860545,372.0,60.166100000000014,0 days 00:25:29.271000,43,0 days 00:01:41.001000,7.0,1.0,,0 days 00:25:28.126000,0 days 00:00:18.664000,0 days 00:00:41.175000,0 days 00:00:41.162000,0 days 00:24:06.934000,0 days 00:24:48.109000,0 days 00:25:29.271000,268.0,289.0,,278.0,False,MEDIUM,7.0,True,Williams,0 days 00:23:48.270000,2024-12-06 13:11:29.782,1,,False,,False,False,1,98.5087,2.9073,0.315,0.85,82.7616,15.747099999999987,98.4527,3.3083223140495894,0.0,1.3745435404809685,1.0108038283130762,21.344768872448284
COL,82.7616,24.47794484458786,0.1430689635860545,372.0,60.166100000000014,0 days 00:35:20.563000,43,0 days 00:01:35.162000,9.0,2.0,,,0 days 00:00:17.215000,0 days 00:00:36.165000,0 days 00:00:41.782000,0 days 00:34:02.616000,0 days 00:34:38.781000,0 days 00:35:20.563000,294.0,319.0,172.0,324.0,False,SOFT,2.0,True,Williams,0 days 00:33:45.401000,2024-12-06 13:21:26.913,1,,False,,False,True,1,92.9329,2.7951,0.164,0.85,82.7616,10.171299999999988,92.8609,3.3083223140495894,0.0,1.3745435404809685,1.0108038283130762,21.344768872448284
COL,82.7616,24.47794484458786,0.1430689635860545,372.0,60.166100000000014,0 days 00:37:28.109000,43,0 days 00:02:07.546000,10.0,2.0,,0 days 00:37:26.904000,0 days 00:00:24.541000,0 days 00:00:51.964000,0 days 00:00:51.041000,0 days 00:35:45.104000,0 days 00:36:37.068000,0 days 00:37:28.109000,236.0,224.0,,223.0,False,SOFT,3.0,True,Williams,0 days 00:35:20.563000,2024-12-06 13:23:02.075,1,,False,,False,False,0,124.441,2.7390000000000003,0.246,0.0,92.9329,31.508100000000013,124.361,3.3083223140495894,0.0,1.3745435404809685,1.0108038283130762,21.344768872448284
